FECHA_OPERACION,VENTA,VENTA_FORE,FORE_LOWER,FORE_UPPER
2024-04-14,269642.16,269642.15625,269642.15625,269642.15625
2024-04-15,340410.94,340410.9375,340410.9375,340410.9375
2024-04-16,230348.48,230348.484375,230348.484375,230348.484375
2024-04-17,269582.12,269582.125,269582.125,269582.125
2024-04-18,246098.44,246098.4375,246098.4375,246098.4375
2024-04-19,312065.22,312065.21875,312065.21875,312065.21875
2024-04-20,221618.8,221618.796875,221618.796875,221618.796875
2024-04-21,245956.62,245956.625,245956.625,245956.625
2024-04-22,300274.4,300274.40625,300274.40625,300274.40625
2024-04-23,286310.9,286310.90625,286310.90625,286310.90625
2024-04-24,323434.25,323434.25,323434.25,323434.25
2024-04-25,329068.34,329068.34375,329068.34375,329068.34375
2024-04-26,247498.11,247498.109375,247498.109375,247498.109375
2024-04-27,241607.67,241607.671875,241607.671875,241607.671875
2024-04-28,240322.44,240322.4375,240322.4375,240322.4375
2024-04-29,258160.67,258160.671875,258160.671875,258160.671875
2024-04-30,260390.97,260390.96875,260390.96875,260390.96875
2024-05-01,222359.9,222359.90625,222359.90625,222359.90625
2024-05-02,232261.52,232261.515625,232261.515625,232261.515625
2024-05-03,278864.3,278864.3125,278864.3125,278864.3125
2024-05-04,177600.77,177600.765625,177600.765625,177600.765625
2024-05-05,180300.5,180300.5,180300.5,180300.5
2024-05-06,229447.28,229447.28125,229447.28125,229447.28125
2024-05-07,259303.88,259303.875,259303.875,259303.875
2024-05-08,246024.08,246024.078125,246024.078125,246024.078125
2024-05-09,277983.94,277983.9375,277983.9375,277983.9375
2024-05-10,224096.58,224096.578125,224096.578125,224096.578125
2024-05-11,271178.97,271178.96875,271178.96875,271178.96875
2024-05-12,246836.48,246836.484375,246836.484375,246836.484375
2024-05-13,294815.3,294815.3125,294815.3125,294815.3125
2024-05-14,323115.4,323115.40625,323115.40625,323115.40625
2024-05-15,325957.34,325957.34375,325957.34375,325957.34375
2024-05-16,356988.5,356988.5,356988.5,356988.5
2024-05-17,342799.78,342799.78125,342799.78125,342799.78125
2024-05-18,243195.16,243195.15625,243195.15625,243195.15625
2024-05-19,316244.75,316244.75,316244.75,316244.75
2024-05-20,271586.16,271586.15625,271586.15625,271586.15625
2024-05-21,291960.72,291960.71875,291960.71875,291960.71875
2024-05-22,321003.8,321003.8125,321003.8125,321003.8125
2024-05-23,346199.53,346199.53125,346199.53125,346199.53125
2024-05-24,425474.78,425474.78125,425474.78125,425474.78125
2024-05-25,254693.9,254693.90625,254693.90625,254693.90625
2024-05-26,291090.03,291090.03125,291090.03125,291090.03125
2024-05-27,340444.8,340444.8125,340444.8125,340444.8125
2024-05-28,263145.78,263145.78125,263145.78125,263145.78125
2024-05-29,226997.02,226997.015625,226997.015625,226997.015625
2024-05-30,204686.11,204686.109375,204686.109375,204686.109375
2024-05-31,258198.33,258198.328125,258198.328125,258198.328125
2024-06-01,182880.62,182880.625,182880.625,182880.625
2024-06-02,149858.38,149858.375,149858.375,149858.375
2024-06-03,247799.72,247799.71875,247799.71875,247799.71875
2024-06-04,187977.22,187977.21875,187977.21875,187977.21875
2024-06-05,244246.08,244246.078125,244246.078125,244246.078125
2024-06-06,330685.66,330685.65625,330685.65625,330685.65625
2024-06-07,320484.16,320484.15625,320484.15625,320484.15625
2024-06-08,220580.14,220580.140625,220580.140625,220580.140625
2024-06-09,215261.52,215261.515625,215261.515625,215261.515625
2024-06-10,263760.22,263760.21875,263760.21875,263760.21875
2024-06-11,287559.94,287559.9375,287559.9375,287559.9375
2024-06-12,238695.75,238695.75,238695.75,238695.75
2024-06-13,282157.66,282157.65625,282157.65625,282157.65625
2024-06-14,311451.62,311451.625,311451.625,311451.625
2024-06-15,200331.58,200331.578125,200331.578125,200331.578125
2024-06-16,239652.5,239652.5,239652.5,239652.5
2024-06-17,241816.92,241816.921875,241816.921875,241816.921875
2024-06-18,319390.88,319390.875,319390.875,319390.875
2024-06-19,262752.44,262752.4375,262752.4375,262752.4375
2024-06-20,228236.05,228236.046875,228236.046875,228236.046875
2024-06-21,257703.0,257703.0,257703.0,257703.0
2024-06-22,160549.33,160549.328125,160549.328125,160549.328125
2024-06-23,201107.25,201107.25,201107.25,201107.25
2024-06-24,233225.97,233225.96875,233225.96875,233225.96875
2024-06-25,218758.36,218758.359375,218758.359375,218758.359375
2024-06-26,230233.75,230233.75,230233.75,230233.75
2024-06-27,283695.2,283695.1875,283695.1875,283695.1875
2024-06-28,321689.8,321689.8125,321689.8125,321689.8125
2024-06-29,203028.33,203028.328125,203028.328125,203028.328125
2024-06-30,297839.22,297839.21875,297839.21875,297839.21875
2024-07-01,296533.06,296533.0625,296533.0625,296533.0625
2024-07-02,366552.97,366552.96875,366552.96875,366552.96875
2024-07-03,267849.22,267849.21875,267849.21875,267849.21875
2024-07-04,292567.4,292567.40625,292567.40625,292567.40625
2024-07-05,230559.33,230559.328125,230559.328125,230559.328125
2024-07-06,227899.84,227899.84375,227899.84375,227899.84375
2024-07-07,223821.16,223821.15625,223821.15625,223821.15625
2024-07-08,300683.38,300683.375,300683.375,300683.375
2024-07-09,313305.16,313305.15625,313305.15625,313305.15625
2024-07-10,289096.66,289096.65625,289096.65625,289096.65625
2024-07-11,292887.3,292887.3125,292887.3125,292887.3125
2024-07-12,364115.25,364115.25,364115.25,364115.25
2024-07-13,305248.7,305248.6875,305248.6875,305248.6875
2024-07-14,252631.39,252631.390625,252631.390625,252631.390625
2024-07-15,431742.56,431742.5625,431742.5625,431742.5625
2024-07-16,341334.75,341334.75,341334.75,341334.75
2024-07-17,367818.16,367818.15625,367818.15625,367818.15625
2024-07-18,365166.34,365166.34375,365166.34375,365166.34375
2024-07-19,388803.94,388803.9375,388803.9375,388803.9375
2024-07-20,321248.56,321248.5625,321248.5625,321248.5625
2024-07-21,353143.66,353143.65625,353143.65625,353143.65625
2024-07-22,317926.03,317926.03125,317926.03125,317926.03125
2024-07-23,318421.75,318421.75,318421.75,318421.75
2024-07-24,292291.66,292291.65625,292291.65625,292291.65625
2024-07-25,317946.47,317946.46875,317946.46875,317946.46875
2024-07-26,312563.9,312563.90625,312563.90625,312563.90625
2024-07-27,226118.12,226118.125,226118.125,226118.125
2024-07-28,263062.1,263062.09375,263062.09375,263062.09375
2024-07-29,345132.78,345132.78125,345132.78125,345132.78125
2024-07-30,285876.66,285876.65625,285876.65625,285876.65625
2024-07-31,332049.25,332049.25,332049.25,332049.25
2024-08-01,306129.97,306129.96875,306129.96875,306129.96875
2024-08-02,295173.75,295173.75,295173.75,295173.75
2024-08-03,232087.03,232087.03125,232087.03125,232087.03125
2024-08-04,266392.56,266392.5625,266392.5625,266392.5625
2024-08-05,330035.78,330035.78125,330035.78125,330035.78125
2024-08-06,244827.08,244827.078125,244827.078125,244827.078125
2024-08-07,287698.88,287698.875,287698.875,287698.875
2024-08-08,287139.75,287139.75,287139.75,287139.75
2024-08-09,365858.88,365858.875,365858.875,365858.875
2024-08-10,219147.22,219147.21875,219147.21875,219147.21875
2024-08-11,266740.22,266740.21875,266740.21875,266740.21875
2024-08-12,330027.94,330027.9375,330027.9375,330027.9375
2024-08-13,238836.23,238836.234375,238836.234375,238836.234375
2024-08-14,283166.72,283166.71875,283166.71875,283166.71875
2024-08-15,321391.1,321391.09375,321391.09375,321391.09375
2024-08-16,441379.44,441379.4375,441379.4375,441379.4375
2024-08-17,252799.2,252799.203125,252799.203125,252799.203125
2024-08-18,251569.5,251569.5,251569.5,251569.5
2024-08-19,317125.5,317125.5,317125.5,317125.5
2024-08-20,353042.56,353042.5625,353042.5625,353042.5625
2024-08-21,271306.56,271306.5625,271306.5625,271306.5625
2024-08-22,316098.03,316098.03125,316098.03125,316098.03125
2024-08-23,455670.1,455670.09375,455670.09375,455670.09375
2024-08-24,246814.89,246814.890625,246814.890625,246814.890625
2024-08-25,252387.22,252387.21875,252387.21875,252387.21875
2024-08-26,351364.94,351364.9375,351364.9375,351364.9375
2024-08-27,249202.22,249202.21875,249202.21875,249202.21875
2024-08-28,343277.44,343277.4375,343277.4375,343277.4375
2024-08-29,388831.06,388831.0625,388831.0625,388831.0625
2024-08-30,318901.22,318901.21875,318901.21875,318901.21875
2024-08-31,328975.53,328975.53125,328975.53125,328975.53125
2024-09-01,239044.33,239044.328125,239044.328125,239044.328125
2024-09-02,413189.03,413189.03125,413189.03125,413189.03125
2024-09-03,404361.3,404361.3125,404361.3125,404361.3125
2024-09-04,328434.62,328434.625,328434.625,328434.625
2024-09-05,294589.1,294589.09375,294589.09375,294589.09375
2024-09-06,303456.72,303456.71875,303456.71875,303456.71875
2024-09-07,200215.75,200215.75,200215.75,200215.75
2024-09-08,234375.52,234375.515625,234375.515625,234375.515625
2024-09-09,288265.56,288265.5625,288265.5625,288265.5625
2024-09-10,269997.94,269997.9375,269997.9375,269997.9375
2024-09-11,341831.06,341831.0625,341831.0625,341831.0625
2024-09-12,344412.03,344412.03125,344412.03125,344412.03125
2024-09-13,497129.56,497129.5625,497129.5625,497129.5625
2024-09-14,288575.72,288575.71875,288575.71875,288575.71875
2024-09-15,243113.55,243113.546875,243113.546875,243113.546875
2024-09-16,409998.2,409998.1875,409998.1875,409998.1875
2024-09-17,349130.78,349130.78125,349130.78125,349130.78125
2024-09-18,366981.72,366981.71875,366981.71875,366981.71875
2024-09-19,381436.66,381436.65625,381436.65625,381436.65625
2024-09-20,398042.25,398042.25,398042.25,398042.25
2024-09-21,265026.8,265026.8125,265026.8125,265026.8125
2024-09-22,369538.34,369538.34375,369538.34375,369538.34375
2024-09-23,382490.72,382490.71875,382490.71875,382490.71875
2024-09-24,329158.88,329158.875,329158.875,329158.875
2024-09-25,343137.28,343137.28125,343137.28125,343137.28125
2024-09-26,322161.78,322161.78125,322161.78125,322161.78125
2024-09-27,479566.78,479566.78125,479566.78125,479566.78125
2024-09-28,263635.4,263635.40625,263635.40625,263635.40625
2024-09-29,296257.47,296257.46875,296257.46875,296257.46875
2024-09-30,292581.38,292581.375,292581.375,292581.375
2024-10-01,313630.84,313630.84375,313630.84375,313630.84375
2024-10-02,276477.88,276477.875,276477.875,276477.875
2024-10-03,466503.34,466503.34375,466503.34375,466503.34375
2024-10-04,331559.62,331559.625,331559.625,331559.625
2024-10-05,243294.8,243294.796875,243294.796875,243294.796875
2024-10-06,324732.12,324732.125,324732.125,324732.125
2024-10-07,334934.7,334934.6875,334934.6875,334934.6875
2024-10-08,261547.08,261547.078125,261547.078125,261547.078125
2024-10-09,282238.0,282238.0,282238.0,282238.0
2024-10-10,303386.66,303386.65625,303386.65625,303386.65625
2024-10-11,341571.78,341571.78125,341571.78125,341571.78125
2024-10-12,209605.05,209605.046875,209605.046875,209605.046875
2024-10-13,316938.7,316938.6875,316938.6875,316938.6875
2024-10-14,326483.0,326483.0,326483.0,326483.0
2024-10-15,352264.44,352264.4375,352264.4375,352264.4375
2024-10-16,308509.97,308509.96875,308509.96875,308509.96875
2024-10-17,322429.8,322429.8125,322429.8125,322429.8125
2024-10-18,315051.6,315051.59375,315051.59375,315051.59375
2024-10-19,319827.84,319827.84375,319827.84375,319827.84375
2024-10-20,368227.34,368227.34375,368227.34375,368227.34375
2024-10-21,378365.88,378365.875,378365.875,378365.875
2024-10-22,413519.03,413519.03125,413519.03125,413519.03125
2024-10-23,249380.6,249380.59375,249380.59375,249380.59375
2024-10-24,422430.9,422430.90625,422430.90625,422430.90625
2024-10-25,325825.2,325825.1875,325825.1875,325825.1875
2024-10-26,206499.6,206499.59375,206499.59375,206499.59375
2024-10-27,488917.84,488917.84375,488917.84375,488917.84375
2024-10-28,378670.44,378670.4375,378670.4375,378670.4375
2024-10-29,357098.6,357098.59375,357098.59375,357098.59375
2024-10-30,296915.22,296915.21875,296915.21875,296915.21875
2024-10-31,397042.5,397042.5,397042.5,397042.5
2024-11-01,367975.47,367975.46875,367975.46875,367975.46875
2024-11-02,259144.53,259144.53125,259144.53125,259144.53125
2024-11-03,405397.8,405397.8125,405397.8125,405397.8125
2024-11-04,409347.72,409347.71875,409347.71875,409347.71875
2024-11-05,449352.9,449352.90625,449352.90625,449352.90625
2024-11-06,466081.06,466081.0625,466081.0625,466081.0625
2024-11-07,353421.7,353421.6875,353421.6875,353421.6875
2024-11-08,440915.88,440915.875,440915.875,440915.875
2024-11-09,305576.97,305576.96875,305576.96875,305576.96875
2024-11-10,265152.47,265152.46875,265152.46875,265152.46875
2024-11-11,383016.16,383016.15625,383016.15625,383016.15625
2024-11-12,375659.8,375659.8125,375659.8125,375659.8125
2024-11-13,392044.72,392044.71875,392044.71875,392044.71875
2024-11-14,510617.1,510617.09375,510617.09375,510617.09375
2024-11-15,523193.0,523193.0,523193.0,523193.0
2024-11-16,406211.38,406211.375,406211.375,406211.375
2024-11-17,387844.2,387844.1875,387844.1875,387844.1875
2024-11-18,403483.78,403483.78125,403483.78125,403483.78125
2024-11-19,428145.9,428145.90625,428145.90625,428145.90625
2024-11-20,328549.0,328549.0,328549.0,328549.0
2024-11-21,422921.1,422921.09375,422921.09375,422921.09375
2024-11-22,396518.5,396518.5,396518.5,396518.5
2024-11-23,275007.8,275007.8125,275007.8125,275007.8125
2024-11-24,319976.94,319976.9375,319976.9375,319976.9375
2024-11-25,351818.03,351818.03125,351818.03125,351818.03125
2024-11-26,365521.16,365521.15625,365521.15625,365521.15625
2024-11-27,397249.53,397249.53125,397249.53125,397249.53125
2024-11-28,343109.12,343109.125,343109.125,343109.125
2024-11-29,453792.16,453792.15625,453792.15625,453792.15625
2024-11-30,341494.16,341494.15625,341494.15625,341494.15625
2024-12-01,335143.34,335143.34375,335143.34375,335143.34375
2024-12-02,394011.7,394011.6875,394011.6875,394011.6875
2024-12-03,458360.78,458360.78125,458360.78125,458360.78125
2024-12-04,335651.53,335651.53125,335651.53125,335651.53125
2024-12-05,426783.16,426783.15625,426783.15625,426783.15625
2024-12-06,438626.3,438626.3125,438626.3125,438626.3125
2024-12-07,271133.28,271133.28125,271133.28125,271133.28125
2024-12-08,317399.75,317399.75,317399.75,317399.75
2024-12-09,430933.2,430933.1875,430933.1875,430933.1875
2024-12-10,387018.4,387018.40625,387018.40625,387018.40625
2024-12-11,361623.16,361623.15625,361623.15625,361623.15625
2024-12-12,315987.38,315987.375,315987.375,315987.375
2024-12-13,409598.7,409598.6875,409598.6875,409598.6875
2024-12-14,406228.78,406228.78125,406228.78125,406228.78125
2024-12-15,419677.16,419677.15625,419677.15625,419677.15625
2024-12-16,515418.4,515418.40625,515418.40625,515418.40625
2024-12-17,393188.38,393188.375,393188.375,393188.375
2024-12-18,494753.94,494753.9375,494753.9375,494753.9375
2024-12-19,471176.75,471176.75,471176.75,471176.75
2024-12-20,529655.8,529655.8125,529655.8125,529655.8125
2024-12-21,422569.75,422569.75,422569.75,422569.75
2024-12-22,383743.97,383743.96875,383743.96875,383743.96875
2024-12-23,461460.22,461460.21875,461460.21875,461460.21875
2024-12-24,255157.53,255157.53125,255157.53125,255157.53125
2024-12-25,322302.53,322302.53125,322302.53125,322302.53125
2024-12-26,424334.75,424334.75,424334.75,424334.75
2024-12-27,459221.88,459221.875,459221.875,459221.875
2024-12-28,284605.94,284605.9375,284605.9375,284605.9375
2024-12-29,399791.06,399791.0625,399791.0625,399791.0625
2024-12-30,274508.53,274508.53125,274508.53125,274508.53125
2024-12-31,210254.45,210254.453125,210254.453125,210254.453125
2025-01-01,333888.38,333888.375,333888.375,333888.375
2025-01-02,458641.75,458641.75,458641.75,458641.75
2025-01-03,440699.22,440699.21875,440699.21875,440699.21875
2025-01-04,455488.94,455488.9375,455488.9375,455488.9375
2025-01-05,416754.7,416754.6875,416754.6875,416754.6875
2025-01-06,412270.44,412270.4375,412270.4375,412270.4375
2025-01-07,328449.0,328449.0,328449.0,328449.0
2025-01-08,303644.12,303644.125,303644.125,303644.125
2025-01-09,235566.97,235566.96875,235566.96875,235566.96875
2025-01-10,333853.38,333853.375,333853.375,333853.375
2025-01-11,270048.53,270048.53125,270048.53125,270048.53125
2025-01-12,220373.81,220373.8125,220373.8125,220373.8125
2025-01-13,275995.0,275995.0,275995.0,275995.0
2025-01-14,281017.03,281017.03125,281017.03125,281017.03125
2025-01-15,313224.16,313224.15625,313224.15625,313224.15625
2025-01-16,215476.5,215476.5,215476.5,215476.5
2025-01-17,314690.34,314690.34375,314690.34375,314690.34375
2025-01-18,173496.97,173496.96875,173496.96875,173496.96875
2025-01-19,205812.6,205812.59375,205812.59375,205812.59375
2025-01-20,312085.25,312085.25,312085.25,312085.25
2025-01-21,253648.1,253648.09375,253648.09375,253648.09375
2025-01-22,235713.42,235713.421875,235713.421875,235713.421875
2025-01-23,250933.3,250933.296875,250933.296875,250933.296875
2025-01-24,286005.94,286005.9375,286005.9375,286005.9375
2025-01-25,159651.33,159651.328125,159651.328125,159651.328125
2025-01-26,230921.33,230921.328125,230921.328125,230921.328125
2025-01-27,251446.77,251446.765625,251446.765625,251446.765625
2025-01-28,274766.5,274766.5,274766.5,274766.5
2025-01-29,353023.66,353023.65625,353023.65625,353023.65625
2025-01-30,382298.4,382298.40625,382298.40625,382298.40625
2025-01-31,305720.66,305720.65625,305720.65625,305720.65625
2025-02-01,187986.12,187986.125,187986.125,187986.125
2025-02-02,139849.23,139849.234375,139849.234375,139849.234375
2025-02-03,279954.3,279954.3125,279954.3125,279954.3125
2025-02-04,272943.0,272943.0,272943.0,272943.0
2025-02-05,257512.67,257512.671875,257512.671875,257512.671875
2025-02-06,245839.6,245839.59375,245839.59375,245839.59375
2025-02-07,303324.0,303324.0,303324.0,303324.0
2025-02-08,189858.2,189858.203125,189858.203125,189858.203125
2025-02-09,223497.98,223497.984375,223497.984375,223497.984375
2025-02-10,9413.82,9413.8203125,9413.8203125,9413.8203125
2025-02-11,229502.36,229502.359375,229502.359375,229502.359375
2025-02-12,205166.02,205166.015625,205166.015625,205166.015625
2025-02-13,270961.84,270961.84375,270961.84375,270961.84375
2025-02-14,245631.27,245631.265625,245631.265625,245631.265625
2025-02-15,184679.69,184679.6875,184679.6875,184679.6875
2025-02-16,355450.7,355450.6875,355450.6875,355450.6875
2025-02-17,329629.4,329629.40625,329629.40625,329629.40625
2025-02-18,362424.62,362424.625,362424.625,362424.625
2025-02-19,292642.78,292642.78125,292642.78125,292642.78125
2025-02-20,351506.22,351506.21875,351506.21875,351506.21875
2025-02-21,321746.72,321746.71875,321746.71875,321746.71875
2025-02-22,199134.4,199134.40625,199134.40625,199134.40625
2025-02-23,254656.8,254656.796875,254656.796875,254656.796875
2025-02-24,287023.28,287023.28125,287023.28125,287023.28125
2025-02-25,285979.75,285979.75,285979.75,285979.75
2025-02-26,353500.88,353500.875,353500.875,353500.875
2025-02-27,345026.78,345026.78125,345026.78125,345026.78125
2025-02-28,368487.44,368487.4375,368487.4375,368487.4375
2025-03-01,256759.56,256759.5625,256759.5625,256759.5625
2025-03-02,239928.97,239928.96875,239928.96875,239928.96875
2025-03-03,293110.0,293110.0,293110.0,293110.0
2025-03-04,221686.78,221686.78125,221686.78125,221686.78125
2025-03-05,210874.6,210874.59375,210874.59375,210874.59375
2025-03-06,301738.88,301738.875,301738.875,301738.875
2025-03-07,305818.22,305818.21875,305818.21875,305818.21875
2025-03-08,217091.78,217091.78125,217091.78125,217091.78125
2025-03-09,308722.25,308722.25,308722.25,308722.25
2025-03-10,286538.78,286538.78125,286538.78125,286538.78125
2025-03-11,396791.25,396791.25,396791.25,396791.25
2025-03-12,435700.75,435700.75,435700.75,435700.75
2025-03-13,410138.9,410138.90625,410138.90625,410138.90625
2025-03-14,448861.94,448861.9375,448861.9375,448861.9375
2025-03-15,249417.77,249417.765625,249417.765625,249417.765625
2025-03-16,228069.47,228069.46875,228069.46875,228069.46875
2025-03-17,378945.84,378945.84375,378945.84375,378945.84375
2025-03-18,290945.75,290945.75,290945.75,290945.75
2025-03-19,299414.75,299414.75,299414.75,299414.75
2025-03-20,434549.16,434549.15625,434549.15625,434549.15625
2025-03-21,336880.94,336880.9375,336880.9375,336880.9375
2025-03-22,341020.66,341020.65625,341020.65625,341020.65625
2025-03-23,367607.28,367607.28125,367607.28125,367607.28125
2025-03-24,448157.5,448157.5,448157.5,448157.5
2025-03-25,388528.97,388528.96875,388528.96875,388528.96875
2025-03-26,311820.28,311820.28125,311820.28125,311820.28125
2025-03-27,354736.2,354736.1875,354736.1875,354736.1875
2025-03-28,448384.6,448384.59375,448384.59375,448384.59375
2025-03-29,411365.75,411365.75,411365.75,411365.75
2025-03-30,433941.5,433941.5,433941.5,433941.5
2025-03-31,388877.34,388877.34375,388877.34375,388877.34375
2025-04-01,428351.62,428351.625,428351.625,428351.625
2025-04-02,375465.78,375465.78125,375465.78125,375465.78125
2025-04-03,481604.88,481604.875,481604.875,481604.875
2025-04-04,489564.12,489564.125,489564.125,489564.125
2025-04-05,338521.72,338521.71875,338521.71875,338521.71875
2025-04-06,436994.8,436994.8125,436994.8125,436994.8125
2025-04-07,350693.38,350693.375,350693.375,350693.375
2025-04-08,374527.1,374527.09375,374527.09375,374527.09375
2025-04-09,391775.72,391775.71875,391775.71875,391775.71875
2025-04-10,383200.38,383200.375,383200.375,383200.375
2025-04-11,460576.9,460576.90625,460576.90625,460576.90625
2025-04-12,420393.88,420393.875,420393.875,420393.875
2025-04-13,434340.62,434340.625,434340.625,434340.625
2025-04-14,558922.5,558922.5,558922.5,558922.5
2025-04-15,382775.47,382775.46875,382775.46875,382775.46875
2025-04-16,455858.16,455858.15625,455858.15625,455858.15625
2025-04-17,382573.28,382573.28125,382573.28125,382573.28125
2025-04-18,244483.78,244483.78125,244483.78125,244483.78125
2025-04-19,458604.88,458604.875,458604.875,458604.875
2025-04-20,430180.53,430180.53125,430180.53125,430180.53125
2025-04-21,412129.97,412129.96875,412129.96875,412129.96875
2025-04-22,306796.8,306796.8125,306796.8125,306796.8125
2025-04-23,405500.28,405500.28125,405500.28125,405500.28125
2025-04-24,554782.56,554782.5625,554782.5625,554782.5625
2025-04-25,361254.5,361254.5,361254.5,361254.5
2025-04-26,423303.6,423303.59375,423303.59375,423303.59375
2025-04-27,369039.66,369039.65625,369039.65625,369039.65625
2025-04-28,476914.34,476914.34375,476914.34375,476914.34375
2025-04-29,268129.44,268129.4375,268129.4375,268129.4375
2025-04-30,312753.2,312753.1875,312753.1875,312753.1875
2025-05-01,232055.75,232055.75,232055.75,232055.75
2025-05-02,220895.48,220895.484375,220895.484375,220895.484375
2025-05-03,160597.55,160597.546875,160597.546875,160597.546875
2025-05-04,264467.84,264467.84375,264467.84375,264467.84375
2025-05-05,345384.34,345384.34375,345384.34375,345384.34375
2025-05-06,261517.62,261517.625,261517.625,261517.625
2025-05-07,238305.5,238305.5,238305.5,238305.5
2025-05-08,269277.34,269277.34375,269277.34375,269277.34375
2025-05-09,346864.47,346864.46875,346864.46875,346864.46875
2025-05-10,193376.97,193376.96875,193376.96875,193376.96875
2025-05-11,246750.84,246750.84375,246750.84375,246750.84375
2025-05-12,244742.03,244742.03125,244742.03125,244742.03125
2025-05-13,432700.7,432700.6875,432700.6875,432700.6875
2025-05-14,310736.25,310736.25,310736.25,310736.25
2025-05-15,309219.28,309219.28125,309219.28125,309219.28125
2025-05-16,408392.34,408392.34375,408392.34375,408392.34375
2025-05-17,361508.34,361508.34375,361508.34375,361508.34375
2025-05-18,295541.2,295541.1875,295541.1875,295541.1875
2025-05-19,267085.5,267085.5,267085.5,267085.5
2025-05-20,274241.16,274241.15625,274241.15625,274241.15625
2025-05-21,392886.97,392886.96875,392886.96875,392886.96875
2025-05-22,340859.8,340859.8125,340859.8125,340859.8125
2025-05-23,426016.0,426016.0,426016.0,426016.0
2025-05-24,245962.94,245962.9375,245962.9375,245962.9375
2025-05-25,243048.77,243048.765625,243048.765625,243048.765625
2025-05-26,269992.03,269992.03125,269992.03125,269992.03125
2025-05-27,331941.4,331941.40625,331941.40625,331941.40625
2025-05-28,401269.16,401269.15625,401269.15625,401269.15625
2025-05-29,370354.06,370354.0625,370354.0625,370354.0625
2025-05-30,323453.22,323453.21875,323453.21875,323453.21875
2025-05-31,211127.17,211127.171875,211127.171875,211127.171875
2025-06-01,245707.39,245707.390625,245707.390625,245707.390625
2025-06-02,356643.44,356643.4375,356643.4375,356643.4375
2025-06-03,200615.33,200615.328125,200615.328125,200615.328125
2025-06-04,322016.06,322016.0625,322016.0625,322016.0625
2025-06-05,283877.66,283877.65625,283877.65625,283877.65625
2025-06-06,281100.38,281100.375,281100.375,281100.375
2025-06-07,237162.48,237162.484375,237162.484375,237162.484375
2025-06-08,210720.8,210720.796875,210720.796875,210720.796875
2025-06-09,367055.06,367055.0625,367055.0625,367055.0625
2025-06-10,334955.28,334955.28125,334955.28125,334955.28125
2025-06-11,282972.8,282972.8125,282972.8125,282972.8125
2025-06-12,282547.75,282547.75,282547.75,282547.75
2025-06-13,343546.5,343546.5,343546.5,343546.5
2025-06-14,212218.12,212218.125,212218.125,212218.125
2025-06-15,252385.44,252385.4375,252385.4375,252385.4375
2025-06-16,331144.44,331144.4375,331144.4375,331144.4375
2025-06-17,523684.75,523684.75,523684.75,523684.75
2025-06-18,243347.4,243347.40625,243347.40625,243347.40625
2025-06-19,314679.53,314679.53125,314679.53125,314679.53125
2025-06-20,253975.08,253975.078125,253975.078125,253975.078125
2025-06-21,223071.86,223071.859375,223071.859375,223071.859375
2025-06-22,294237.56,294237.5625,294237.5625,294237.5625
2025-06-23,290459.66,290459.65625,290459.65625,290459.65625
2025-06-24,257521.58,257521.578125,257521.578125,257521.578125
2025-06-25,248413.36,248413.359375,248413.359375,248413.359375
2025-06-26,300290.6,300290.59375,300290.59375,300290.59375
2025-06-27,412634.12,412634.125,412634.125,412634.125
2025-06-28,264380.94,264380.9375,264380.9375,264380.9375
2025-06-29,295227.3,295227.3125,295227.3125,295227.3125
2025-06-30,352667.3,352667.3125,352667.3125,352667.3125
2025-07-01,346202.38,346202.375,346202.375,346202.375
2025-07-02,280478.22,280478.21875,280478.21875,280478.21875
2025-07-03,256570.66,256570.65625,256570.65625,256570.65625
2025-07-04,365171.9,365171.90625,365171.90625,365171.90625
2025-07-05,251475.7,251475.703125,251475.703125,251475.703125
2025-07-06,274237.28,274237.28125,274237.28125,274237.28125
2025-07-07,308452.44,308452.4375,308452.4375,308452.4375
2025-07-08,293788.12,293788.125,293788.125,293788.125
2025-07-09,283138.3,283138.3125,283138.3125,283138.3125
2025-07-10,253890.5,253890.5,253890.5,253890.5
2025-07-11,304806.1,304806.09375,304806.09375,304806.09375
2025-07-12,270916.62,270916.625,270916.625,270916.625
2025-07-13,262467.0,262467.0,262467.0,262467.0
2025-07-14,387697.9,387697.90625,387697.90625,387697.90625
2025-07-15,339700.2,339700.1875,339700.1875,339700.1875
2025-07-16,323534.06,323534.0625,323534.0625,323534.0625
2025-07-17,284428.47,284428.46875,284428.46875,284428.46875
2025-07-18,319830.44,319830.4375,319830.4375,319830.4375
2025-07-19,300715.03,300715.03125,300715.03125,300715.03125
2025-07-20,272741.1,272741.09375,272741.09375,272741.09375
2025-07-21,344381.1,344381.09375,344381.09375,344381.09375
2025-07-22,324409.03,324409.03125,324409.03125,324409.03125
2025-07-23,313582.3,313582.3125,313582.3125,313582.3125
2025-07-24,411571.88,411571.875,411571.875,411571.875
2025-07-25,384548.06,384548.0625,384548.0625,384548.0625
2025-07-26,261946.83,261946.828125,261946.828125,261946.828125
2025-07-27,315928.38,315928.375,315928.375,315928.375
2025-07-28,409086.88,409086.875,409086.875,409086.875
2025-07-29,322229.6,322229.59375,322229.59375,322229.59375
2025-07-30,335673.84,335673.84375,335673.84375,335673.84375
2025-07-31,299047.84,299047.84375,299047.84375,299047.84375
2025-08-01,330718.75,330718.75,330718.75,330718.75
2025-08-02,270247.3,270247.3125,270247.3125,270247.3125
